Dialogue_ID,Utterance_ID,Utterance,Speaker,Emotion
65,37,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",Jennifer,frustration
99,20,Because she knows what I know that's why.  She's faithful as a rock.,Linda,anger
71,53,"That was a rouser, wasn't it?",Robert,excited
34,56,And you'll be like...,Patricia,excited
4,23,"for such an inconvenience and your bag, but",James,neutral
42,64,Why?,Patricia,anger
27,55,I am not in the least bit drunk.,James,anger
53,15,"Well, from her point of view, why else would I come?",Patricia,neutral
10,54,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",James,neutral
21,31,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,Mary,anger
5,39,"And the last time before she died, I remember she couldn't really stand, umm...",Mary,sadness
41,14,With the most perfect poise?,John,neutral
31,21,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--,John,neutral
93,45,or some- some large percent of- of success.,Michael,neutral
15,12,"I guess they can do it,",James,frustration
50,23,it- it'll work out fine.,John,neutral
45,10,"Yes, she said yes. [LAUGHTER] I know",John,excited
81,12,So what exactly is the problem?,Robert,neutral
96,28,Well I was thinking maybe underwater basket weaving.,Linda,excited
61,0,"I don't know, Brian, if they uh--it's been three years.",Jennifer,frustration
17,19,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",Mary,neutral
69,58,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",Robert,excited
74,35,I don't want to - I don't- I don't want to go.,Robert,frustration
57,6,You went out of your way to torture me over Peter Burden.,John,anger
8,24,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",Mary,anger
70,84,I noticed that. It's beautiful.,Jennifer,happiness
7,50,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",James,neutral
35,22,Okay. So--,John,neutral
73,43,"She's not actually in the building.  She's only on the phone. Sir, please leave this line immediately.",Jennifer,frustration
39,28,Right.,John,neutral
23,49,"Yeah, sure.",Mary,sadness
40,65,Right.,John,neutral
57,37,"Oh, no it isn't.",Patricia,frustration
52,21,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",Patricia,anger
1,9,I know.,Mary,sadness
13,2,However I believe the real cause of that row was Peter Burden.,James,neutral
8,18,"Hey look, it's a nice day, huh?  Why are we arguing?",James,frustration
32,19,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um",John,neutral
38,43,You've gotta tell me.,Patricia,sadness
96,85,Okay.  Putt-putt golfing?,Michael,neutral
23,64,'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...,James,sadness
35,21,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well.",Patricia,neutral
51,51,I wanted to get this settled first.,John,neutral
89,77,Very well.  If you insist on being a boorish and idiotic.,Jennifer,anger
70,30,"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",Robert,frustration
20,44,I would put that right up there with--ping-pong.,Mary,excited
47,23,can they check there?,John,frustration
59,21,Maybe we can still do that,Jennifer,frustration
68,2,"No, it's all right. There's nothing wrong in that, you know.",Jennifer,happiness
83,14,I guess he is.,Robert,sadness
17,24,Yeah.,James,frustration
77,13,God.,Robert,anger
4,18,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",Mary,anger
55,13,We just have different ideas of what this evening is supposed to look like.,Patricia,anger
29,11,"What if--maybe--what if, uh, we went somewhere over there?  I don't--I don't know--I--I need to figure something out for this because--",John,frustration
72,81,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",Robert,anger
27,67,They are away in Tunis.,Mary,anger
2,13,He turned to you and was like...,James,neutral
78,64,eh- we actually--,Jennifer,frustration
36,28,"To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?",Patricia,frustration
87,51,No.,Jennifer,frustration
97,46,I will go ahead and I will take- I will take,Linda,frustration
49,44,"I-I don't know. Kind of a broad,",John,happiness
18,20,"Details, Details.  Well, anyhow can I--",Mary,neutral
19,53,Yeah.,James,sadness
85,64,A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,Robert,sadness
46,30,So you should take that in consideration rather than giving yourself such a hard time.,Patricia,neutral
66,67,"You know, the trouble is you've never had enough women. No, you never did.",Jennifer,frustration
59,42,It's going to be okay.,Jennifer,sadness
20,28,I don't know. Commuting from what Malibu that would be ridiculous.,Mary,excited
93,18,"Yeah but you weren't unemployed for three years trying to find any job.  I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something.  I don't even- I don't know what to do anymore.",Linda,anger
84,2,Well she's been away for three and a half years in New York and suddenly she just shows up.,Jennifer,anger
82,40,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",Robert,neutral
47,40,"I need you to tell me because I really need to get the bag, okay?",John,frustration
70,58,A new carpet? A poodle?,Robert,frustration
48,37,you shouldn't be alone,Patricia,sadness
83,73,But if I can't have that here I'll get out.,Robert,neutral
17,46,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,James,anger
69,40,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",Jennifer,frustration
68,61,How many?,Jennifer,sadness
89,85,"This is the end.  Understand?  This is the end, here and now, forever and always.",Jennifer,anger
13,62,Well then you'll wake up the people downstairs.,James,anger
40,10,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",John,neutral
35,38,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",Patricia,neutral
51,32,You know.,John,neutral
0,5,Who told you to get in this line?,James,frustration
23,19,"Ann, I love you.  I love you.",James,happiness
12,15,We'll behave exquisitely.,Mary,excited
49,28,You're half the reason I'm going. [LAUGHTER],John,excited
18,36,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...,Mary,neutral
87,36,"Look, do you remember the first time we came here?",Jennifer,frustration
92,8,I know. I'm so-,Linda,excited
66,10,"He cried hard, huh?",Jennifer,neutral
19,29,--it just kind of freaks you out.,James,sadness
55,77,Don't be ridiculous. I mean don't you know that?,Patricia,happiness
37,28,Calm yourself.,John,frustration
79,13,Yeah.,Robert,sadness
54,1,"God, this great, isn't it? Like look at the night we go here, it couldn't be better.",John,excited
78,0,Can I help you sir?,Jennifer,neutral
36,50,You're a considerate fellow.  There's nothing wrong with that.,Patricia,neutral
53,42,"Yeah, I suppose I have been.  But it's going from me.",John,sadness
22,22,[BREATHING],James,frustration
11,72,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",Mary,sadness
37,16,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",Patricia,frustration
34,31,I don't mind worrying about all the paperwork.  You know--,Patricia,excited
4,41,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",James,neutral
9,42,I kissed you.,James,happiness
5,25,couple hours.,Mary,sadness
21,52,"Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",Mary,frustration
75,51,She said sure?,Jennifer,happiness
28,38,"You know, Official documentation--",John,anger
98,35,I'm going to ask her to marry me.,Michael,neutral
99,39,I can't help it.,Linda,frustration
65,55,and we will take care of it if anything happens.  But all we can do now is ask for your patience.,Jennifer,neutral
43,2,"Yea. I just want to get this done,",John,neutral
63,6,"he had cancer, you know?",Jennifer,sadness
94,19,"Yeah, well that's got everything I have in it.",Linda,anger
85,39,I'll never forgive you for that.,Jennifer,happiness
57,62,All right. I will.,John,neutral
74,50,maybe get some vacation-- --once it quiets down there.,Robert,sadness
23,26,I almost got married two years ago.,Mary,neutral
39,44,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,John,excited
33,26,"But It's okay because now, you know, you'll just go on with your life and--",John,neutral
76,66,You got to be positive man.  You got to try to just--,Jennifer,neutral
7,31,I'm going to ask her to marry me.,James,neutral
89,24,Oh my...just because I just...okay...,Robert,anger
93,25,"I mean, well I mean i don't know; it doesn't really affect my life, you know.",Michael,neutral
82,4,I've already been through this five times with these people.  I've been calling every single day.,Jennifer,frustration
50,41,so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,John,neutral
14,2,My window is open.,Mary,anger
58,17,I am not-,Jennifer,frustration
31,26,Or they'll never talk to me again.,Patricia,frustration
54,44,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs",John,excited
9,22,[LAUGHTER],Mary,happiness
78,60,Uh--,Jennifer,neutral
86,65,About what I just said?,Robert,excited
75,34,"I got all the character animals to do a conga line,",Robert,happiness
21,32,"Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?",James,frustration
11,14,"Well then, what's bugging you?",James,frustration
4,24,Is this a joke?,Mary,anger
99,30,Calm yourself.,Michael,frustration
16,12,"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",James,neutral
94,40,"I am the supervisor, ma'am.",Michael,frustration
62,0,"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",Jennifer,frustration
98,50,You're a considerate fellow.  There's nothing wrong in that.,Linda,neutral
72,24,"No particular reason. Anyhow, they were very small ones.",Robert,neutral
73,44,"Oh, okay.  Wow.",Robert,frustration
23,39,Do you want to go somewhere?  Let's go.,James,sadness
7,54,Why does it have to be Annie?,Mary,frustration
3,24,Yeah.  Do you have a resume?,James,neutral
32,23,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--",John,neutral
8,23,Kate.,James,frustration
25,78,"I know that Augie, I really do.",Mary,sadness
13,37,Yes it is.,James,neutral
52,17,"She knows what I know, that's why. She's faithful as a rock. In my worst moments I think of her waiting and I know again that I'm right.",Patricia,frustration
74,28,Carry her for nine months and then yes.,Jennifer,sadness
57,1,You knew there was nothing in that.,Patricia,excited
61,7,"If you really want to do it-I mean,",Robert,neutral
96,34,That's ridiculous.  I don't believe that.,Michael,neutral
81,11,"This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--",Jennifer,frustration
14,63,"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.",James,frustration
15,11,They said you're home for at least four years.,Mary,frustration
93,42,"Yeah, I- I make my",Linda,frustration
64,70,"[LAUGHTER]. Oh, Joe, I'm so happy.",Jennifer,happiness
69,31,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",Robert,excited
61,33,"I just, I need a break. I need something to break me out.",Jennifer,frustration
17,23,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,Mary,neutral
83,10,He cried hard?,Jennifer,sadness
50,19,"Okay, Alright, yeah. I- I see it on here.",John,neutral
90,7,Ma'am I cannot help you.  You need to fill out a new form and you need to get in the back of the line.,Michael,frustration
59,43,You can't postpone it?,Robert,sadness
70,33,We thought I was pregnant.,Jennifer,sadness
47,24,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",Patricia,neutral
39,1,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",John,excited
51,52,How do you know she'll marry you? Maybe she feels the same way your father does.,Patricia,neutral
35,26,"--you know, the kids wanna go to the beach and stuff and so--um",John,neutral
30,10,"Well, Tell me about him.  What happened.",John,excited
24,48,"I don't know what you're so excited about.  This isn't a moon landing we're talking about, it's fish, it's a fish nobody even eats.",Mary,frustration
12,62,"That was a rouser, wasn't it?",James,happiness
38,44,I don't know how to start.,John,sadness
3,19,Yeah.,Mary,neutral
96,98,I know.,Linda,excited
13,5,"Presents?  It was only a trivial, little brooch.",Mary,happiness
52,27,Calm yourself.,John,frustration
66,75,"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?",Robert,frustration
86,37,"Pass up what?  These fish swim up to shore, on the beach and then they flop around a little, they swim away and then they die.",Jennifer,frustration
65,4,I [GARBAGE],Jennifer,neutral
60,27,He scored points.,Jennifer,happiness
99,17,Then why is she still single?  New York is full of men.  Why hasn't she married?,Linda,anger
46,19,"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",John,frustration
85,60,Geez.,Jennifer,sadness
19,49,How long did you know each other?,Mary,neutral
49,59,"Okay. Yes, totally come visit",Patricia,excited
67,2,She's been in New York for three-and-a-half years. She don't just suddenly come and-,Jennifer,anger
97,41,"Cindy, look.  If you don't get your ass a piece of paper that has a check",Michael,anger
92,76,Well this is really exciting.  I mean- I just- I couldn't be happier right now.,Michael,excited
87,52,Take off our shoes?,Robert,frustration
36,35,I'm gonna ask her to marry me.,John,neutral
78,63,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",Robert,anger
31,18,"But you gotta.  Otherwise, what is--what's your other option?",John,neutral
9,21,"I don't really have any imagination, that's all I know how to say.",James,happiness
2,10,It was at the slot machines.,Mary,happiness
27,59,"Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots.",James,anger
72,85,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",Jennifer,anger
29,12,"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--",Patricia,sadness
77,8,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",Jennifer,frustration
55,10,"Carla, can I ask you something? Don't take this wrong but are you having your period?",John,frustration
42,59,Shut up.,Patricia,anger
76,69,Sixteen hundred.,Jennifer,neutral
12,9,I don't care then.,James,excited
0,2,Yeah.,Mary,neutral
73,17,You need to go back over there and fill it out again.,Jennifer,frustration
40,13,We just have different ideas of what this evening is supposed to look like.,Patricia,anger
80,12,Yeah.,Robert,excited
89,82,Very amusing indeed.,Robert,anger
14,40,Don't raise your voice with me.,Mary,anger
68,65,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",Robert,sadness
17,41,...and you're always right.,Mary,neutral
83,69,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",Jennifer,frustration
48,28,Yes.  [BREATHING] God.,John,sadness
69,14,I hope the moon stays out.,Robert,excited
47,46,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",Patricia,neutral
84,5,uh-uh What do you mean?  They grew up next to each other their entire lives.  Why shouldn't he want to see her?,Robert,frustration
25,102,Or not.,James,neutral
70,46,No.,Jennifer,sadness
28,2,"Okay.  Let me see here.  Um, we need--we need your original birth certificate.",John,neutral
53,45,It wouldn't work this way.,Patricia,sadness
26,77,Scratching and biting like panthers. [LAUGHTER] Oh...,Mary,happiness
54,10,That's not your flashlight.,Patricia,frustration
79,8,You guys were real close huh?,Jennifer,sadness
78,6,Yes.,Robert,frustration
42,38,"Oh, be quiet.",Patricia,anger
22,18,What do you want me to do?  What do you want?,James,frustration
46,36,"I mean, I don't know, I don't see - I don't see any other way - any other way around it right now.",John,frustration
19,33,Lock,Mary,neutral
94,16,No. No. I heard- I heard what you said.,Linda,anger
43,40,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",John,anger
66,13,I guess he is.,Robert,neutral
97,21,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",Michael,neutral
87,30,"Well, we're going to see it.",Robert,neutral
72,78,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",Jennifer,anger
18,52,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,James,anger
49,34,you get to like be a part of that.,Patricia,happiness
94,25,We're not going to communicate anything this way.,Michael,frustration
63,30,"You guys were pretty close, weren't you?",Robert,sadness
86,59,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim.",Robert,excited
71,32,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",Jennifer,sadness
43,5,do you have two forms of ID with you?,Patricia,neutral
98,28,To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?,Linda,anger
97,22,"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",Linda,neutral
21,51,"No, I wanted to get this all sorted out first.",James,sadness
10,2,Fine.,Mary,neutral
78,37,What is your business?,Jennifer,neutral
5,43,So she wrote a lot of poetry?,James,neutral
4,45,Oh-Oh.  It's a gift.  You're-You're helping me out here?,Mary,anger
22,25,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",Mary,anger
11,70,I'm doing the best I can.,James,frustration
87,87,Oh you brought refreshments.,Jennifer,happiness
68,57,"But, Chris, it wouldn't work like this.",Jennifer,sadness
14,5,and I have This form of ID here so...,James,frustration
51,84,"Well, I am thinking that way.",John,frustration
96,51,"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck.",Michael,neutral
89,23,I don't see what you have to go on and on with this kind of thing.,Jennifer,anger
84,36,I can't help it.,Jennifer,sadness
82,3,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,Robert,neutral
64,9,I have some better news than that.,Jennifer,happiness
24,52,"It's like a little bit of the unexplainable, a little magic, a little mystery.  I just don't see how you can not be interested in this.",James,excited
3,46,"I just, you know, think you should try a little harder maybe.",James,neutral
56,14,With the most perfect poise.,John,happiness
73,26,Give me my--,Robert,frustration
74,53,What could happen in a year?,Jennifer,sadness
32,40,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.",John,neutral
51,26,"For God sakes it's been three years, nobody comes back after three years, that's insane.",John,anger
0,13,No. I need another set of ID to prove this is actually you.,James,frustration
35,45,Absolutely. Thank you so much for calling and we hope that you will come to us again.,Patricia,neutral
76,65,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",Robert,frustration
96,138,"Yeah, you don't want to do the sorority thing because you'll probably get used and abused by",Michael,neutral
38,28,Every day since.,Patricia,happiness
80,1,Hey.  How's it going?  I haven't seen you in awhile.,Jennifer,happiness
6,21,Yeah.  I'm not sure.,Mary,excited
13,70,Turn it off.,James,anger
40,2,What I was saying.,John,neutral
7,82,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",Mary,anger
48,27,Even if you still do she'll- she'll be there.,Patricia,sadness
83,65,Because it is.,Robert,frustration
69,50,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",Jennifer,frustration
91,6,"I mean we both knew that this was going to happen.  It's just that I feel that, you know, I don't want Susie growing up without a mother.",Michael,frustration
59,34,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't.",Jennifer,sadness
47,48,"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",John,frustration
20,20,"Yeah, that you probably. You should see one of these Victorian houses around by.",Mary,excited
41,62,It was ridiculous.  Completely ridiculous.,Patricia,excited
79,6,It just feels like I was talking to him yesterday.,Robert,sadness
54,6,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?",John,excited
36,43,I'm just saying that--,Patricia,neutral
78,9,Okay.  Well you um-...,Jennifer,neutral
28,12,"Look, I've been waiting in line for a really long time.  I mean, you've seen how long it is.",Patricia,frustration
26,58,before your body rots and worms pop out of your eye sockets.,James,happiness
53,50,Just about all.,John,sadness
21,78,Then help me stay here mom.,James,sadness
27,14,"Well, what of it?",Mary,neutral
34,19,Fight on.,John,excited
37,35,Look at you.  Look at you shaking.,John,anger
86,39,"But this is the big night for these guys.  Their last, life's last orgy.",Robert,excited
71,20,Don't laugh at me. I'm serious.,Jennifer,excited
19,21,What?,James,sadness
18,43,We've actually...,Mary,neutral
49,21,"it was good, yeah. I mean-",John,happiness
92,0,I have something to tell you.,Linda,excited
97,36,Cindy?,Linda,frustration
87,25,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",Jennifer,anger
43,10,well is the dri-driver's license going to work?,John,neutral
19,22,"Well, I'm confused.  He was sick or it was an accident?",Mary,neutral
63,1,Okay.,Jennifer,sadness
94,31,You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.,Linda,anger
98,27,For God's sake three years.  Nobody comes back after three years.  It's insane.,Michael,anger
87,17,"Oh my gosh.  We missed them twice, that's hardly ever.",Robert,frustration
5,17,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",Mary,sadness
41,61,"Oh, I'll never forget his face.",John,excited
9,51,I don't even know how to start.,James,sadness
79,51,Yeah.,Jennifer,sadness
21,44,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,Mary,anger
66,101,"Yeah, I know, I know, just help me stay here, all right?",Robert,frustration
75,43,"Okay, that is really cheesy Joe.",Jennifer,happiness
10,11,"The flashlight, the silver one.  There's only one, isn't there?",James,neutral
22,29,What does that mean? Me above all? What does that mean?,James,anger
4,49,With the amount of--,James,neutral
55,56,"A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?",John,frustration
34,24,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?",Patricia,excited
96,43,okay.  Well I'm not going to be undecided forever. [LAUGHTER],Linda,excited
83,56,Did you ask Annie yet?,Jennifer,neutral
48,17,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",John,sadness
91,38,I feel much better now.,Linda,anger
45,58,"Yes, well, Thanks, thanks. Thank you. yeah",John,excited
50,47,"Yes, um but  for- for that- for that charge we will need you to send something in but we can get you processed immediately for this, for this, for this new card. It still goes to the same address, right?",John,neutral
89,31,Nothing.,Robert,frustration
82,11,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,Jennifer,anger
93,34,"'Cause if you've been looking, you've been applying for jobs for three years. And-",Michael,neutral
64,6,You're not pregnant or anything.,Robert,neutral
23,35,I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.,Mary,happiness
7,23,"For God's sake, three years?  Nobody comes back after three years; that's insane.",James,frustration
3,49,"You know, you're riding the bus, too.",Mary,frustration
33,20,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",John,neutral
25,4,"Well, so?  What do you think?",James,excited
6,22,Is this a Masters or a P.h.D.?  Or can you...? Nice,James,neutral
74,43,I'm so close.  Five more years and I retire-,Robert,frustration
75,21,[LAUGHTER] So nasty. No you... dirty me?,Jennifer,excited
10,60,"God, this is great.  Think about this.  I know you are not interested, but just think about this.",James,happiness
2,38,Yeah.,Mary,neutral
21,23,"What do you want to do, argue with him?",Mary,frustration
31,29,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",John,neutral
9,33,Why didn't you let me know?,James,happiness
5,34,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",Mary,sadness
55,39,"It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?",John,excited
42,72,"Very well, if you insist on being boorish and idiotic.",Patricia,anger
4,30,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",James,neutral
34,45,"So, um, so I don't know.",Patricia,excited
77,39,"Sir, I just...you need to calm down is what needs to happen right now.",Jennifer,anger
11,1,That's the wind.,Mary,neutral
63,43,"Yeah. God, I loved that kid.",Jennifer,sadness
36,80,"Yes, on this I would.",John,neutral
60,18,goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,Jennifer,excited
99,27,"Because if he's not coming back, I'll kill myself.",Linda,frustration
98,44,Sometimes you have a- Sometimes you have a talent for ignoring things.,Michael,anger
72,31,What?,Jennifer,anger
44,3,I don't want to be a single mom.,Patricia,sadness
95,23,"That's right.  That's right.  I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can.",Michael,sadness
7,41,She's not Larry's girl.,James,frustration
51,83,Just don't go thinking that way.,Patricia,frustration
73,53,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",Jennifer,anger
30,42,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],John,happiness
74,27,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",Robert,neutral
57,14,What about me?,John,anger
32,32,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",Patricia,frustration
25,61,A vacation?,James,frustration
70,76,I didn't say that.,Jennifer,sadness
45,2,"Well, I finally did it",John,excited
50,28,"We could mail it to you as well, but-",John,neutral
96,20,"Do you want to buy me some mace for my, you know, going away present?",Linda,excited
61,8,So I'll have to wait twenty five years-,Jennifer,frustration
81,2,"I'm sorry ma'am, what can I help you with?",Robert,neutral
64,66,Yeah.,Robert,excited
93,53,"Hey, I'd love to help you but I- you don't have the kind of training that I-",Michael,neutral
15,3,I just got a letter I have to go back.,James,sadness
68,8,"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",Jennifer,frustration
17,31,"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.",James,frustration
83,5,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,Robert,sadness
70,20,We'll see them this time.,Robert,frustration
64,56,Yeah. Those little-- --mattresses. I'll put it by my bed.,Jennifer,excited
20,36,Oh. That is incredible. Is it--,Mary,neutral
15,44,Don't say that.,Mary,sadness
59,14,yeah.,Jennifer,sadness
90,8,I did exactly what they told me to do.,Linda,anger
38,51,"Oh, gee.",Patricia,sadness
96,77,Vermont.,Michael,excited
35,29,Okay.  Great.  Four seats.  I'll book you for four seats.,Patricia,neutral
52,28,"Even last week there was a man who showed up in Detroit missing longer than Larry, you read it yourself.",Patricia,frustration
1,2,Yeah.  I know.,Mary,sadness
25,62,No.,Mary,frustration
13,10,"Well, you let him kiss you, huh?  You said you did.",James,frustration
85,68,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",Robert,sadness
46,37,"Maybe you should take a little break from it, but I don't think you should stop.",Patricia,neutral
19,45,A lot of people loved him.,James,sadness
21,85,"No, you don't.  I'm a pretty tough guy.",James,sadness
66,57,You're a considerate fella and there's nothing wrong in that.,Jennifer,neutral
86,20,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket.",Robert,excited
65,12,You know what?  I'm just going to- Patient?  I'm a busy man.,Robert,anger
67,13,You can't read her mind.,Robert,neutral
97,55,"Okay.  If that's what you want, you want to go to the next person?",Linda,frustration
95,20,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,Linda,happiness
